#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-06-20T13:46:06 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d0b8d99052c	
#INFO	-out.max=unlimited	
#INFO	queryParameters=35	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-out.src=J/A+A/612/A99/ic2391
#-nav=cat:J/A+A/612/A99&tab:{J/A+A/612/A99/ic2391}&key:source=J/A+A/612/A99/ic2391&HTTPPRM:&&-ref=VIZ5d0b8d99052c&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=CName&-out=Cluster&-out=Inst&-out=Teff&-out=e_Teff&-out=logg&-out=e_logg&-out=[Fe/H]&-out=e_[Fe/H]&-out=l_EWLi&-out=EWLi&-out=e_EWLi&-out=f_EWLi&-out=Gamma&-out=e_Gamma&-out=RV&-out=e_RV&-out=MembPA&-out=MembPB&-out=ID&-out=_RA&-out=_DE&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/A+A/612/A99/ic2391
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/612/A99/ic2391
#-out=CName
#-out=Cluster
#-out=Inst
#-out=Teff
#-out=e_Teff
#-out=logg
#-out=e_logg
#-out=[Fe/H]
#-out=e_[Fe/H]
#-out=l_EWLi
#-out=EWLi
#-out=e_EWLi
#-out=f_EWLi
#-out=Gamma
#-out=e_Gamma
#-out=RV
#-out=e_RV
#-out=MembPA
#-out=MembPB
#-out=ID
#-out=_RA
#-out=_DE
#

#RESOURCE=yCat_36120099
#Name: J/A+A/612/A99
#Title: Gaia-ESO Survey in 7 open star cluster fields (Randich+, 2018)
#Table	J_A_A_612_A99_ic2391:
#Name: J/A+A/612/A99/ic2391
#Title: Parameters for IC2391
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	CName	(A16)	Star ID (HHMMSSss+DDMMSSs)	[ucd=meta.id;meta.main]
#Column	Cluster	(A7)	Cluster name	[ucd=meta.id.parent]
#Column	Inst	(A7)	Intrument XX	[ucd=meta.note]
#Column	Teff	(I5)	Effective temperature	[ucd=phys.temperature.effective]
#Column	e_Teff	(I4)	? Effective temperature error [NULL integer written as an empty string]	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F8.3)	? 10-logarithm surface gravity	[ucd=phys.gravity]
#Column	e_logg	(F8.3)	? 10-logarithm surface gravity error	[ucd=stat.error]
#Column	[Fe/H]	(F8.3)	? Metallicity	[ucd=phys.abund.Z]
#Column	e_[Fe/H]	(F8.3)	? Metallicity error	[ucd=stat.error;phys.abund.Fe]
#Column	l_EWLi	(A1)	[<] Upper limit flag on EWLi	[ucd=meta.code.error]
#Column	EWLi	(F8.3)	? Lithium line equivalent width	[ucd=spect.line.eqWidth]
#Column	e_EWLi	(F8.3)	? Lithium line equivalent width error	[ucd=stat.error]
#Column	f_EWLi	(I4)	[0/3]? Flag for lithium line equivalent width (1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Gamma	(F8.3)	? Gamma index	[ucd=meta.code;spect.index;em.gamma]
#Column	e_Gamma	(F8.3)	? Gamma index error	[ucd=stat.error]
#Column	RV	(F8.3)	? Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F8.3)	? Radial velocity error	[ucd=stat.error]
#Column	MembPA	(F6.3)	? Membership probability: population A	[ucd=stat.probability]
#Column	MembPB	(F6.3)	? Membership probability: population B	[ucd=stat.probability]
#Column	ID	(I4)	Sequential ID number	[ucd=meta.id]
#Column	_RA	(F9.5)	Positions from CName (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from CName (declination part)	[ucd=pos.eq.dec;meta.main]
_RAJ2000;_DEJ2000;CName;Cluster;Inst;Teff;e_Teff;logg;e_logg;[Fe/H];e_[Fe/H];l_EWLi;EWLi;e_EWLi;f_EWLi;Gamma;e_Gamma;RV;e_RV;MembPA;MembPB;ID;_RA;_DE
130.0143750;-53.1075833;08400345-5306273; IC2391;   UVES; 5025;   9;   2.644;   0.054;  -0.266;   0.019;<;   8.700;        ;   3;   1.019;   0.001;   6.833;   0.400;      ;      ;  22;130.01437;-53.10758
130.0237917;-53.0999722;08400571-5305599; IC2391;   UVES; 4876;  50;   3.117;   0.118;   0.144;   0.024;<;  32.600;        ;   3;   1.013;   0.002;  -5.473;   0.400;      ;      ;  23;130.02379;-53.09997
130.0260000;-53.6352500;08400624-5338069; IC2391;   UVES; 5808;    ;   4.350;        ;  -0.050;        ; ; 163.900;        ;   0;        ;        ;  16.226;   0.400; 0.928;      ;  24;130.02600;-53.63525
130.0690833;-52.7071111;08401658-5242256; IC2391;   UVES; -999;    ;        ;        ;        ;        ; ;        ;        ;    ;        ;        ;        ;        ;      ;      ;  25;130.06908;-52.70711
130.0727500;-53.0153889;08401746-5300554; IC2391;   UVES;14300;2000;   4.025;   1.000;  -0.258;        ; ;        ;        ;    ;        ;        ;  32.797;   0.400; 0.178;      ;  26;130.07275;-53.01539
130.0787500;-53.7544722;08401890-5345161; IC2391;   UVES; 5234;  56;   2.746;   0.102;  -0.023;   0.012; ;  26.000;        ;   0;        ;        ;  19.030;   0.400;      ;      ;  27;130.07875;-53.75447
130.1346667;-52.6527500;08403232-5239099; IC2391;   UVES; -999;    ;        ;        ;        ;        ; ;        ;        ;    ;        ;        ;        ;        ;      ;      ;  28;130.13467;-52.65275
130.1658333;-52.7663333;08403980-5245588; IC2391;   UVES; -999;    ;        ;        ;        ;        ; ;        ;        ;    ;        ;        ;        ;        ;      ;      ;  29;130.16583;-52.76633
130.2022083;-52.8019722;08404853-5248071; IC2391;   UVES; -999;    ;        ;        ;        ;        ; ;        ;        ;    ;        ;        ;        ;        ;      ;      ;  30;130.20221;-52.80197
130.2500833;-52.7393056;08410002-5244215; IC2391;   UVES; -999;    ;        ;        ;        ;        ; ;        ;        ;    ;        ;        ;        ;        ;      ;      ;  31;130.25008;-52.73931
130.3173750;-53.0738889;08411617-5304260; IC2391;   UVES; 5544;    ;   4.338;        ;  -0.250;        ; ;        ;        ;    ;        ;        ;        ;        ;      ;      ;  32;130.31737;-53.07389
130.3578333;-53.3781944;08412588-5322415; IC2391;   UVES; 4835;    ;   4.470;        ;  -0.060;        ; ; 312.300;        ;   0;        ;        ;        ;        ;      ;      ;  33;130.35783;-53.37819
130.4441250;-53.0624722;08414659-5303449; IC2391;   UVES; 7731;2000;   3.907;   1.000;  -0.500;        ; ;        ;        ;    ;        ;        ;  50.799;   0.400;      ;      ;  34;130.44412;-53.06247
130.5233750;-52.6580833;08420561-5239291; IC2391;   UVES; 5061;  24;   3.191;   0.033;  -0.019;   0.012; ;  20.600;        ;   0;        ;        ;  16.444;   0.400;      ;      ;  35;130.52337;-52.65808
130.5415000;-52.9677222;08420996-5258038; IC2391;   UVES; 9203;2000;   3.706;   1.000;   0.467;        ; ;  14.200;        ;    ;        ;        ;        ;        ;      ;      ;  36;130.54150;-52.96772
130.5512500;-53.1010556;08421230-5306038; IC2391;   UVES; 6239;    ;   3.980;        ;  -0.090;        ; ; 105.900;        ;   0;        ;        ;  10.827;   0.400; 0.622;      ;  37;130.55125;-53.10106
130.5704167;-52.6760000;08421690-5240336; IC2391;   UVES; 4920;  16;   2.394;   0.061;  -0.256;   0.009; ;  18.100;        ;   0;        ;        ;  26.266;   0.400;      ;      ;  38;130.57042;-52.67600
130.5791250;-53.1000556;08421899-5306002; IC2391;   UVES;12500;2000;   3.691;   1.000;        ;        ; ;        ;        ;    ;        ;        ;  14.365;   0.400; 0.970;      ;  39;130.57912;-53.10006
130.6057500;-53.1139167;08422538-5306501; IC2391;   UVES;17000;2000;   4.002;   1.000;   0.579;        ; ;        ;        ;    ;        ;        ;        ;        ;      ;      ;  40;130.60575;-53.11392
130.6245833;-53.5096389;08422990-5330347; IC2391;   UVES; 4665;   8;   2.440;   0.046;   0.149;   0.036; ;  60.200;        ;   0;        ;        ;  58.475;   0.400;      ;      ;  41;130.62458;-53.50964
130.6447083;-52.5265556;08423473-5231356; IC2391;   UVES; -999;    ;        ;        ;        ;        ; ;        ;        ;    ;        ;        ;        ;        ;      ;      ;  42;130.64471;-52.52656
130.7068750;-52.7741389;08424965-5246269; IC2391;   UVES; 6108;    ;   4.190;        ;   0.190;        ; ;  19.400;        ;   0;        ;        ;  46.988;   0.400; 0.059;      ;  43;130.70687;-52.77414
130.8245833;-52.6031111;08431790-5236112; IC2391;   UVES; -999;    ;        ;        ;        ;        ; ;        ;        ;    ;        ;        ;        ;        ;      ;      ;  44;130.82458;-52.60311
130.8720000;-52.6912222;08432928-5241284; IC2391;   UVES; -999;    ;        ;        ;        ;        ; ;        ;        ;    ;        ;        ;        ;        ;      ;      ;  45;130.87200;-52.69122
130.9831250;-52.6983611;08435595-5241541; IC2391;   UVES; 4714;  18;   2.823;   0.101;   0.044;   0.015;<;  38.800;        ;   3;   1.014;   0.002;  54.880;   0.400;      ;      ;  46;130.98312;-52.69836
131.0217083;-52.8880833;08440521-5253171; IC2391;   UVES; 5819;  36;   4.320;   0.091;   0.022;   0.056; ; 184.200;        ;   0;        ;        ;  14.035;   0.400; 0.967;      ;  47;131.02171;-52.88808
131.1417500;-52.7339444;08443402-5244022; IC2391;   UVES; 4637; 420;   4.259;   0.559;  -0.064;   0.049;<;  37.100;        ;   3;   0.921;   0.005;  16.827;   0.400;      ;      ;  48;131.14175;-52.73394
131.1437500;-52.9256944;08443450-5255325; IC2391;   UVES; 5175;  35;   4.331;   0.046;   0.205;   0.045; ;  27.700;        ;   0;        ;        ;  19.616;   0.400;      ;      ;  49;131.14375;-52.92569
128.8082917;-53.1488889;08351399-5308560; IC2391;GIRAFFE; 4896;  52;   2.880;   0.162;  -0.213;   0.201; ;  23.500;   3.060;   0;   1.009;   0.005;  94.809;   0.247;      ;      ;  50;128.80829;-53.14889
128.8107917;-53.1852222;08351459-5311068; IC2391;GIRAFFE; 5080;  16;   3.230;        ;   0.012;   0.027;<;  27.100;        ;   3;   1.017;   0.004;  27.455;   0.244;      ;      ;  51;128.81079;-53.18522
128.8244583;-53.0283611;08351787-5301421; IC2391;GIRAFFE; 5500;  50;   4.380;        ;   0.035;   0.151;<;  21.900;        ;   3;   1.009;   0.004;  33.070;   0.245;      ;      ;  52;128.82446;-53.02836
128.8290833;-53.2552500;08351898-5315189; IC2391;GIRAFFE; 4638; 171;   2.524;   0.109;  -0.122;   0.128;<;  29.200;        ;   3;   1.008;   0.006;  71.690;   0.247;      ;      ;  53;128.82908;-53.25525
128.8454583;-53.1250278;08352291-5307301; IC2391;GIRAFFE; 4888; 142;   2.822;   0.089;  -0.108;   0.056;<;  20.800;        ;   3;   1.010;   0.004; 112.734;   0.242;      ;      ;  54;128.84546;-53.12503
128.8994583;-53.2519167;08353587-5315069; IC2391;GIRAFFE; 5074; 219;   3.330;        ;  -0.210;   0.158; ;  88.333;   4.385;   0;   1.011;   0.003;  29.948;   0.243;      ;      ;  55;128.89946;-53.25192
128.9199167;-53.2640556;08354078-5315506; IC2391;GIRAFFE; 4532; 154;   2.730;        ;   0.086;   0.050; ;  73.867;   5.641;   0;   1.018;   0.004;   6.303;   0.241;      ;      ;  56;128.91992;-53.26406
128.9394167;-53.0194167;08354546-5301099; IC2391;GIRAFFE; 5100;   5;   3.460;        ;  -0.150;   0.124;<;  15.100;        ;   3;   1.025;   0.005;  -6.444;   0.243;      ;      ;  57;128.93942;-53.01942
128.9396250;-53.2567222;08354551-5315242; IC2391;GIRAFFE; 4667;    ;   4.510;        ;  -0.070;        ; ;  10.500;        ;   0;        ;        ;  50.000;   0.240;      ;      ;  58;128.93962;-53.25672
128.9570417;-53.2586389;08354969-5315311; IC2391;GIRAFFE; 5028;  96;   3.470;        ;  -0.055;   0.068;<;  21.900;        ;   3;   1.024;   0.003;  -0.826;   0.242;      ;      ;  59;128.95704;-53.25864
128.9595000;-53.0090278;08355028-5300325; IC2391;GIRAFFE; 4891;  99;   2.590;   0.007;  -0.106;   0.100;<;  14.500;        ;   3;   1.012;   0.003;  20.062;   0.241;      ;      ;  60;128.95950;-53.00903
128.9664583;-53.3071667;08355195-5318258; IC2391;GIRAFFE; 7112;    ;        ;        ;        ;        ; ;        ;        ;    ;        ;        ;  83.433;   0.700; 0.141;      ;  61;128.96646;-53.30717
129.0212500;-53.2560000;08360510-5315216; IC2391;GIRAFFE; 4594; 146;   2.630;        ;  -0.187;   0.154;<;  25.400;        ;   3;   1.025;   0.004;  41.537;   0.243;      ;      ;  62;129.02125;-53.25600
129.0281667;-53.2378333;08360676-5314162; IC2391;GIRAFFE; 4914; 162;   3.065;   0.201;  -0.070;   0.124; ;  38.733;   4.633;   0;   1.007;   0.003;  11.106;   0.241;      ;      ;  63;129.02817;-53.23783
129.0400417;-53.2908333;08360961-5317270; IC2391;GIRAFFE; 5116; 164;   3.560;        ;  -0.224;   0.114; ;  19.100;   2.700;   0;   1.006;   0.004;  41.215;   0.243;      ;      ;  64;129.04004;-53.29083
129.0480417;-53.2100000;08361153-5312360; IC2391;GIRAFFE; 4279; 257;   4.461;   0.106;  -0.149;   0.042; ;  30.950;   3.390;   0;   0.892;   0.005;  52.924;   0.245;      ;      ;  65;129.04804;-53.21000
129.0508333;-53.0012500;08361220-5300045; IC2391;GIRAFFE; 4995; 166;   3.420;        ;  -0.157;   0.153;<;  25.600;        ;   3;   1.039;   0.002;   2.075;   0.241;      ;      ;  66;129.05083;-53.00125
129.0749583;-53.2028611;08361799-5312103; IC2391;GIRAFFE; 5275;  72;   3.290;        ;  -0.070;   0.091;<;  18.700;        ;   3;   1.026;   0.003;  98.319;   0.242;      ;      ;  67;129.07496;-53.20286
129.0951250;-53.1274167;08362283-5307387; IC2391;GIRAFFE; 5010;  68;   3.214;   0.012;  -0.032;   0.079;<;  22.900;        ;   3;   1.004;   0.004;  14.043;   0.242;      ;      ;  68;129.09512;-53.12742
129.1116667;-53.2440556;08362680-5314386; IC2391;GIRAFFE; 4674;  45;   2.770;        ;  -0.306;   0.037; ;  20.233;   5.692;   0;   1.025;   0.003;  83.467;   0.241;      ;      ;  69;129.11167;-53.24406
129.1307917;-53.3461944;08363139-5320463; IC2391;GIRAFFE; 4950;  58;   2.822;   0.063;   0.024;   0.068; ; 103.050;   2.050;   0;   1.013;   0.002;  31.410;   0.241;      ;      ;  70;129.13079;-53.34619
129.1609167;-53.1654722;08363862-5309557; IC2391;GIRAFFE; 4608; 307;   4.591;   0.080;  -0.146;   0.053; ;  30.567;   4.194;   0;   0.917;   0.003;  40.186;   0.242;      ;      ;  71;129.16092;-53.16547
129.1635833;-53.0845000;08363926-5305042; IC2391;GIRAFFE; 4730;  24;   2.613;   0.002;  -0.040;   0.027;<;  35.800;        ;   3;   1.012;   0.005;  81.301;   0.243;      ;      ;  72;129.16358;-53.08450
129.1772083;-53.2070833;08364253-5312255; IC2391;GIRAFFE; 4578; 107;   2.456;   0.156;   0.090;   0.059;<;  50.300;        ;   3;   1.012;   0.003;  52.861;   0.241;      ;      ;  73;129.17721;-53.20708
129.1779583;-53.1329444;08364271-5307586; IC2391;GIRAFFE; 4840;    ;        ;        ;   0.214;        ; ;        ;        ;    ;        ;        ; -11.379;   1.387;      ;      ;  74;129.17796;-53.13294
129.1814583;-53.3454444;08364355-5320436; IC2391;GIRAFFE; 4872;  28;   3.309;        ;   0.048;   0.078;<;  29.800;        ;   3;   0.996;   0.004;  20.959;   0.242;      ;      ;  75;129.18146;-53.34544
129.1866250;-53.1136389;08364479-5306491; IC2391;GIRAFFE; 4875;  40;   2.898;   0.058;  -0.052;   0.063;<;  25.400;        ;   3;   1.009;   0.005;  57.320;   0.243;      ;      ;  76;129.18662;-53.11364
129.1905417;-53.1924722;08364573-5311329; IC2391;GIRAFFE; 3263;    ;   4.276;        ;        ;        ; ; 108.950;  17.140;   0;   0.878;   0.017;  15.387;   0.558; 0.971;      ;  77;129.19054;-53.19247
129.2049583;-53.2945278;08364919-5317403; IC2391;GIRAFFE; 9008;    ;   2.539;        ;  -0.281;        ; ;   4.000;        ;    ;   1.012;        ;  55.000;   0.240; 0.062;      ;  78;129.20496;-53.29453
129.2132500;-53.0808333;08365118-5304510; IC2391;GIRAFFE; 4558; 122;   2.740;        ;   0.105;   0.021; ;  68.967;   7.567;   0;   1.020;   0.003;  12.492;   0.240;      ;      ;  79;129.21325;-53.08083
129.2862083;-53.1617500;08370869-5309423; IC2391;GIRAFFE; 4968; 142;   3.060;        ;  -0.223;   0.130; ;  35.800;   7.020;   0;   1.011;   0.004;  61.101;   0.244;      ;      ;  80;129.28621;-53.16175
129.3212083;-53.0889167;08371709-5305201; IC2391;GIRAFFE; 4855;  91;   2.960;        ;  -0.078;   0.071;<;  19.500;        ;   3;   1.017;   0.004;  56.874;   0.243;      ;      ;  81;129.32121;-53.08892
129.3342500;-53.1895556;08372022-5311224; IC2391;GIRAFFE; 4935; 170;   3.331;   0.163;   0.009;   0.031;<;  24.600;        ;   3;   0.995;   0.004;   5.676;   0.243;      ;      ;  82;129.33425;-53.18956
129.3395417;-53.1420000;08372149-5308312; IC2391;GIRAFFE; 4977; 153;   3.470;        ;  -0.104;   0.081;<;  24.800;        ;   3;   1.018;   0.004; -12.884;   0.242;      ;      ;  83;129.33954;-53.14200
129.3525000;-53.1674444;08372460-5310028; IC2391;GIRAFFE; 4832;  86;   2.451;   0.064;  -0.128;   0.011;<;  25.300;        ;   3;   1.015;   0.003;  26.303;   0.242;      ;      ;  84;129.35250;-53.16744
